tarih,puan,yorum
2022-01-31,5,Özenli paketleme hızlı kargo içiniz rahat alışveriş yapabilirsiniz
2021-08-23,5,"Bir kitap eksik geldiği için geri iade etmiştim. Kitaplari tam olarak ve hediye kitap gönderdiğiniz için teşekkür ederiz... 
Basım ve malzeme kalitesi oldukça iyiydi.
Fiyat-içerik olarak uygun"
2021-08-20,5,"Kızım çizgi filmini izliyordu, kitaplarını çok eğlenerek okudu. Güzel bir kutusu var,  çizgi roman tarzında güzel bir set tavsiye ederim."
2022-03-24,5,Güzel temiz geldi
2022-03-15,5,"Kitaplar 1. ve 2. sınıf icin uygun, güzel kitaplar."
2022-03-06,4,Cidden güzel bir manga alınması gerek. Ürün hasarsız geldi güzel paketlenmişti. Ben indirimli fiyatıyla aldım. Benim için daha iyi oldu. Düşünmeden alınabilir ama indirimide bekleyebilirsiniz.
2022-02-24,5,ürün elime 0 hasarla tertemiz bir şekilde ulaştı. manganın dış kapak tasarımı ve içindeki çizimler harika. alınması gereken bir ürün...
2022-04-11,5,Teşekkür ederim hızlı bir şekilde ulaştı
2022-05-08,5,Sorunsuz teslimat kızım çok beğendi ve hemen okudu
2021-08-18,5,Animesi ayrı güzel mangası ayrı güzel. Bulunabilecek en iyi mangalardan biri.
2021-08-20,5,Hiçbir yırtığı yamuğu yıpranmışlığı yoktu ben aldıktan sonra fiyatı düşmüştü ona üzüldüm sadece ve daha iyi paketlenebilir yıpratmaya müsait bir şekildeydi paketi yani kargocuya kalmış orası o konuda uyarmak istedim.
2021-07-07,5,hiçbir yırtık yoktu kısa sürede geldi
2021-12-28,4,Iyi
2021-08-21,3,Ürün iyi sarılmaya çalışılsa da baya hasarlı geldi. Ama kargo elime çok hızlı ulaştı.
2021-08-18,1,"Kitabı indirimde çok iyi bir fiyata aldım. Hikaye tek kitapta bitiyor, çizimler de çok başarılı. Ancak kitap kapağının orta tarafında küçük bir yırtık mevcut, onun da kargolamada olmadığı belli çünkü pakette hiçbir hasar yoktu."
2021-05-24,5,Hızlı kargo güzel paketleme memnunum
2022-04-18,5,Harika.
2021-11-30,5,Boyutu biraz küçük onun dışında 10/10
2022-03-30,4,Oğlumun yorumuna göre gayet güzelmiş...2.cilti ısrarla talep ediyor...elbetteki bizim kültürümüze ters gelebilen ve uymayan fazlaca detay var. Günümüzde heran her yerde bolca maruz kalınan görseller ve konuşmalar yer alıyor..belli yaş üzerine daha uygun olabilir ...15+ olabilir
2022-04-30,5,Hem hızlı hem özenli gönderildiği için teşekkür ederim. Şömizli güzel bir manga. Şubat 2022 basım.
2022-04-14,5,"Hızlı teslimat, manganın dili türkçe"
2021-08-27,5,Ürün gayet iyi geldi zaten serinin hayranlarindansaniz baya iyi bir ürün hasarli değil fiyatına göre de iyi bu Naruto 1 cilt zor bulunuyor ondan fiyat ve hasarsız gelmesi gayet
2021-09-13,5,Kargo poşetine çok tatlı bir not ve paketin içine koyduğunuz hediyeler için çok teşekkür ederim. Ürün çok hızlı şekilde kargoya verildi ve tarafıma sorunsuz ulaştı. 186 sayfa ve bitirmem 1 saat sürdü. Aşırı akıcıydı ve nasıl bittiğini anlamadım. Tüm seriyi yavaş yavaş almayı düşünüyorum.
2022-03-23,5,Baskısı gayet güzel  tavsiye ederim
2022-03-19,5,Güzel ve hızlı geldi
2021-10-19,5,okuması gerçekten zevkli
2021-01-23,5,"Ürün iki gün içerisinde geldi, çok teşekkürler."
2021-10-30,5,Çok güzel teşekkür ederim🥰🥰🥰
2021-12-21,5,Paketleme çok çok iyiydi memnun kaldım harika.
2021-02-08,5,Gelir gelmez 1 saatte okudum bitti. Animesini izledikten sonra okuyun bence. Ben animeyi izlemeseydim bence anlamaz ve sıkılırım. Zaten netflixte var tüm bölümleri. Kitap harikaydı. Hiçbir kırışıklık yoktu. Hızlı geldi kargo da zaten.
2022-01-14,5,"Müthişti!! Kitabın içeriği zaten mükemmeldi bundan bahsetmiyorum bile, kargolama da güzeldi tek bir çizik bile yoktu. Teşekkürler hepsiburada"
2022-03-04,4,Öncelikle siyah beyaz. Renkli değil. Eğer toneri bitmek üzere olan baskıya denk geldiğseniz pek iç açıcı sayfalarla karşılaşmıyorsunuz.
2022-03-21,5,"Düzgün kargolanmıştı, manga okumaya yeni başlayanlar için tavsiye ederim."
2022-03-06,5,"Çok ii kesinlikleee alınmalı.
İlk defa başlıyosanız öneririm . Ürün hasarsız ve güzel paketlenmiş olarak geldi."
2022-05-03,5,Çok güzel kargo hemen geldi
2022-05-08,5,Kızım çok beğendi ayrıca sorunsuz ve hızlı teslimat
2022-01-27,5,"Hızlı geldi, herhangi bir sorun yoktu."
2021-11-30,5,Akıcı ve güzel tavsiye ederim
2021-12-16,5,Hızlı kargo uygun fiyat  teşekkürler oğlum bayıldı ayıltmaya çalısıyoruz
2022-04-27,5,En çok istediğim seriydi
2022-01-01,5,Tavsiye ederim . Hızlı kargo. Güzel paketleme.
2021-08-04,4,Muhtemelen yayınevi ile alakalı normalde mangaların dıştan bir cilt kaplaması olur bunda yoktu o nedenlede uzun zaman önce basılmış bir seri olduğu için depo koşullarından 1-2 cilt hafif kirli ve hasarlı geldi (11 cilt sipariş ettim) onun dışında bir sorun yok ama cilt kapağı olsaydı daha iyi olabilirdi o da yayınevi ile alakalı
2022-04-12,5,Harikaaa
2021-12-13,5,Çok iyi geldi muqemmel
2022-03-20,5,İyi alışveriş
2022-03-06,4,Güzel:) alınabilir.
2022-03-22,5,"Ürün 1 günde elime ulaştı, Hemen koleksiyonumda yerini aldı, Moon Knight’ı anlatmama gerek yok zaten muhteşem bir karakter. Herkese keyifli okumalar dilerim"
2022-05-10,5,güzel hasar almadı almanızı öneririm
2022-02-03,5,Gayet iyi olması gerektiği gibi
2021-02-12,5,Cok guzel bir cizgi roman. Hikaye olarak surukleyici biraz kahramani arastirip okursaniz daha cok zevk alirsiniz
2020-11-30,5,güzelllll
2019-12-07,5,"Hasarsız olarak elime ulaştı, teşekkürler."
2019-12-04,5,Gayet güzel paketlenmiş di
2021-03-18,5,Hızlı kargo güzel paketleme memnunum
2022-03-31,5,Efsane
2022-03-18,5,"cok guzel paketli ve ozenli geldi, tesekkurler"
2022-04-17,5,Eğlenceli ve güzel
2022-04-29,5,Hızlı kargo oğlum alınca sevindi
2021-08-18,5,gayet sağlam geldi boyut olarak ama naruto mangası ile eşit. okuması da çok zevkliydi tavsiye ederim
2022-03-21,5,Kızım için almıştım kızım çok begendi
2022-03-20,4,Çizimleri çok iyi zaten ve ürün çabucak sorunsuz şekilde teslim edildi
2022-01-28,5,çocuk için aldık
2022-02-17,5,Kardeşime aldım beğendi. 10 dakikada okudu.
2022-03-23,5,Güzel bir kitap
2022-02-23,5,Teşekkürler çabuk elimize ulaştı oğlumun çok mrk ettiği kitapti
2022-01-27,5,Hızlı kargo güvenilir satıcı
2021-10-19,5,Hızlı kargolandı. Paketlemede iyiydi...
2021-12-02,5,Berbat defilu
2022-01-21,5,Mükemmel
2022-01-24,5,Teşekkürler
2021-04-26,5,Gayet güzel paketleme eksiksiz çok güzel elime ulaştı çok memnun kaldım
2021-06-21,5,"Çok hızlı ulaştı,  teşekkürler"
2021-08-09,5,çok ii
2022-03-18,5,Oğlum için aldım. Okuma alışkanlığını kazanması için ilgisini çeken kitaplar okumalı.
2022-02-06,5,Paketleme ve hızlı kargo hem hızlı hemde kaliteliydi.Teşekkürler
2021-12-29,5,"Ürün 24 saat içinde elimize ulaştı. Çok iyi paketlenmişti. Herşeyiyle dört dörtlük bir alışveriş oldu,teşekkür ederim ayrıca da tavsiye ederim"
2022-04-06,5,Çok beğendik
2022-02-12,5,Güzel teslimat kaliteli ürün.
2021-05-17,5,"İnsanlık tarafından yapılmış en nihai yapıtın mangasını okumamak ayıp olurdu. Gerekli Şeyler &#039;e de bu eseri, Türkiye pazarına, Türkçe bir şekilde sundukları için ayriyeten teşekkür ederim."
2021-06-30,5,Paketlenmesi gayet güzeldi. Söylenen tarihte geçikmeden elime ulaştı
2022-03-20,3,Çocuğum için aldım hızlı kargo teşekkür.
2021-04-23,5,Güzel
2022-04-30,5,"Temiz , Hızlı , Kaliteli. Teşekkürler."
2022-05-03,5,Sapasağlam elime ulaştı
2021-08-09,5,Kargo hızlıydı üründe hasar yoktu
2022-01-11,5,Kitap elime hızlıca ulaştı paketleme çok iyi bayıldım başarılarınızın devamını bekliyorum
2021-10-27,5,"Kitap&#039;ı çocuğum istediği için aldım gayet keyifle okuyor,sürükleyici bir kitap ve serileri olduğunu söylüyor."
2022-03-25,5,Hızlı kargo teşekkürler
2022-04-12,5,"10 nu
Ara 5 yıldız"
2022-05-05,5,Çok kalite
2021-10-31,5,Hızlı teslimat
2021-05-17,5,Cok guzel bir kitaptı okumaktan zevk aldım hızlı gonderim yapıldı teşekkürler.
2021-09-15,5,Beş Yıldız.
2021-06-03,5,Iyi ve güzel
2021-07-12,3,Çok isteyerek almıştım ama hasarlı geldi hayal kırıklığına uğradım
2022-01-03,5,Elinize sağlık okuldayken gelmiş ama bayıldım çok güzel eğer varsa aynı satıcıdan 2.ciltini de alcam mukemmel
2022-04-12,5,Tam düşündüğüm gibi 10 numara 5 yıldız
2022-03-06,5,Oldukça güzel bir serinin başlangıcı okumanızı öneririm. Kitap hızlı şekilde tarafıma ulaştı
2022-05-05,5,Kaliteli baskı
2021-10-27,5,"Kitap&#039;ı çocuğum istediği için aldım gayet keyifle okuyor,sürükleyici bir kitap ve serileri olduğunu söylüyor."
2021-12-07,5,ilk 5 kitabı aldım 1. kitabın kapağı çok az hasarlı geldi ama gayet güzeller teşekkürler
2022-02-12,5,Kızım çok beğendi.
2022-03-06,4,Çok güzel benim ilk başladığım mangaydı. Hasarsız geldi teşekkürler. Yeni başlayanlar alabilir okuması kolay:)
2022-02-23,5,Ürünü güzel beğendim hep tavsiye ederim
2022-03-25,5,"Muazzaammm, anime&#039;yi 2019&#039;da izlemiştim ve izlerken eski güzel anılarımı hatırlamak adına serinin manga halini aldım ve çok güzeel ya hatta"
2022-05-01,5,Gayet temiz geldi
2022-05-08,5,okuduğum en iyi mangalrıdr hızlı kargo güzel paketleme
2022-02-12,5,Güzel teslimat kaliteli ürün
2022-03-12,5,neyse o
2021-07-28,5,"Çok güzel ve heyecanlı bir kitaptı, 😁😁"
2021-12-10,4,Kızım severek okuyor
2021-06-16,5,Çok hızlı geldi çok memnun kaldımmm🥳🥳🥳🥳🥳🥳
2021-07-15,5,Çok güzel 👍🏻
2020-10-20,5,"Ürün zaten belli de, ben Hepsiburada ya çok teşekkür ediyorum. Ne sipariş versem, hiç bir gecikme yaşamıyorum helal olsun valla"
2022-03-24,5,Elime gayet güzel ulaştı çok sevdim kitabı. Herhangi bir hasar yok tavsiye ederim
2022-05-07,5,Sağlam geldi .
2022-03-22,5,Hiç bir hasar olmadan elime geldi. Kargo süresi de 2 gündü teşekkürler.
2022-04-06,5,"siparis verdim ve ertesi gun teslim edildi, cok ozenle paketlenmis tesekkurler:)"
2022-03-12,5,Ürün çok hızlı geldi 0 hasar ama paketlenme sadece faturasına sarılmıştı bence sünger yapısında korunaklı bir şeye sarılıp gönderilmeli diğer herşey 5 yıldız paketleme 2
2022-03-10,5,"Kitap beklediğimden hızlı geldi,satıcıya teşekkürler,ayrıca hepsi jet e teşekkür ediyorum ,çünkü başka kargolarda hep sıkıntı yaşıyorum,kendim gidip alıyordum."
2022-05-05,5,Kızım istedi onca sitelere baktım en uygun fiyatı burada buldum.
2022-03-23,5,cok guzel bir seri kargolama iyiydi herkese tavsiye ederim
2022-03-24,5,"Elime hasarsız ulaştı, paketleme gayet güzeldi. Kitabı zaten anlatmama gerek yok."
2022-04-11,5,Anime dünyasınık en iyi macerasına hazır mısınız?
2022-04-20,5,Teşekkür ederim ürün bana sorunsuz ulaştı
2022-04-16,5,Güzel kitap
2021-10-09,5,Zevkle okuyun
2021-04-13,5,"harika paketlenmiş, kitapta hasar olmadan geldi ve tam zamanında teslim aldım bu yüzden çok teşekkür ederim."
2022-02-25,5,Tek bir çizgi bile yok çok iyi
2021-11-05,5,Kusursuz geldi Çok iyi paketlenmiz
2022-05-01,5,"Çok hızlı bir şekilde kargolandi,ertesi gün geldi. Kitapta tahribat yoktu fakat paketleme daha dikkatli yapılabilirdi"
2022-03-05,5,Ürün güzel kargolama çok iyiydi 24 saatte geldi hiç dusunmeden alabilirsiniz gayet güzel manga
2022-01-30,5,Paketleme ve kargo sorunsuzdu. Kızım okuyor. Okumasın diye ısrarcıyım ama dinletemedim. Edebi değeri yok bu kitapların sadece popüler.
2022-04-16,5,Zamanında teslimat
2022-02-22,5,elime çok hızlı bir şekilde ulaştı ayrıca mangada hasar falan da yok çok mutluyum çok teşekkürler
2022-03-24,5,Çok hızlı gönderim
2022-03-18,5,Biraz hasarlı geldi ama çokta önemli değil
2022-02-23,5,Kitapta hasar yoktu 2 günde geldi  👍👍👍👍
2022-02-03,5,"Oglum icin aldim burda daha uygun hemde kargo bedava oluyor tesekkurler hepsiburada. 
Kitap icerigi icin kitapcida sormustum 10 yasina uygun demisti. Vampirli fantastik bi cizgi roman"
2022-05-05,5,Kaliteli baslı
2021-10-27,5,"Kitap&#039;ı çocuğum istediği için aldım gayet keyifle okuyor,sürükleyici bir kitap ve serileri olduğunu söylüyor."
2021-10-31,5,Hızlı teslimat
2021-10-31,5,Güzel bir ürün tavsiye ederim
2022-03-29,5,Iyi
2022-02-10,5,👍🏻 Mükemmel
2021-04-25,5,Herkesin okumasını tavsiye ederim
2021-04-05,5,Hızlı ve sorunsuz geldi teşekkürler
2021-09-15,5,Beş Yıldız.
2022-02-04,4,Yıldızı kitaptaki yırtıktan dolayı kırdım
2022-01-29,5,👍👍 hava şartlarına gore hizli kargolama. Tesekkurler
2022-03-22,5,Oğlum sürekli severek okuyor.
2022-03-23,5,Anime
2022-02-28,5,Teşekkürler
2021-05-14,5,Seriyi bitirdikten sonra ansiklopedi olarak kesinlikle bulundurmanızı öneririm.
2021-07-09,5,Çok hızlı ve hasarsız geldi hediye için teşekkürler :)
2021-07-24,5,Yeni nesil fantastik çizgi roman... Harika...
2022-04-22,3,Urun iyi bir sıkıntı yok ama baştaki kitap ayracını yırtmışlar
2021-01-09,5,serinin tamamını uygun fiyatla almış oldum. güzel kargolandı. paketleme iyi. teşekkürler
2022-02-08,5,2 günde elime ulaştı paketleme süperdi
2022-04-04,4,Güzel beklediğimiz şekilde geldi.
2022-01-19,5,Hızlı gönderi sorunsuz ürün teşekkürler ...
2022-02-15,5,Adamlar çok iyi paketleme yapmışlar
2022-02-17,1,Bir yıldız veriyorum çünkü kitap elime ulaşmadı. Eksik ürün gönderildi. Kupon kullanarak aldığım için ürünün iletilmesini talep ettiğim halde iadesi yapıldı. Kırmızı kedi yayınevini önermiyorum. Stok bulunamıyor iade ediliyor.
2022-05-11,3,Firmaya tesekkurler
2022-03-20,1,Düşünecek bi şey yok bomboş bi cisim kitap değil ha
2021-10-24,5,Yeğenim için aldım o çok beğendi almanızı tavsiye ederim
2022-04-11,3,"Hızlı kargo, berbat paketleme.. Ürüne lafım yok zaten bildiğim bir ürün. Ancak satıcı yorumlarda da belirtildiği üzere ürünü patlayan naylona bile sarmamış. Olduğu gibi kargo poşetine koyup göndermiş. Ürünün kenarında ufak bi hasar oluşmuş onun dışında iyi. Satıcının biraz daha özen göstermesini gerektiğini düşünüyorum. Harry Potter koleksiyonunuz varsa eklemelisiniz ✨ Sihirli günler dilerim 🦋"
2021-12-06,5,"Tek kelimeyle, Harika💜"
2021-07-29,5,Kargo çok sağlam geldi ayrıca yanında yolladığınız oldukça siyah üstünde Reparo yazan kurşun kalem ve küçük not defteri için ayrıca çok teşekkür ederim. Şuan sayfa 72 de bulunan Kuru Meyveli Mayalı Kurabiye (Bath Kurabiyesi) tarifini yapıyorum. Bu güzel sihirli tariflerle bizi buluşturduğunuz için çok teşekkürler :)) &lt;3
2021-08-13,5,Harry potter seven ablama aldım. İçinden bir tarif yapıp kitapla beraber doğum gününde hediye edeceğim
2022-02-18,5,"Kitabın içi de kapağı da çok hoş. İçindeki tarifler çok ekstrem değil, kolayca bulunabilen malzemeler ile hazırlanabiliyor. Eğer siz de bir Potterhead iseniz kesinlikle alın, hem güzel yemekler yapmış olursunuz hem de şık görünümlü bir kitabınız olmuş olur. Tek üzüntüm kitabın kapağında ezilmeler vardı, biraz daha özenle kargolansaydı çok iyi olurdu."
2022-01-18,5,Eğlenceli ve yapılıp yenebilen tarifler. İçinde hangi sahnede geçtiklerini anlatan küçük trivialar da var. Hızlı kargo. Teşekkürler.
2022-04-20,5,Çocuklar istediği icin aldık.yapilabilir tariflerde var ama değişik malzemeli tariflerde var.
2022-01-27,5,Arkadaşıma doğum günü hediyesi olarak aldım çok sağlam kapağı var yapay değil. İçerisindeki tarifler hem filmde geçenlerden hem de bizim marketten bulabileceğimiz ürünleri içeriyor. Kendisi de çok beğendi. Gönül rahatlığıyla alabilirsiniz :)
2021-08-27,5,"Ürün çok tatlı çok güzel, satıcı da oldukça hızlı ama tüm yorumlarda hediye verdiğiniz yazıyor ben de heyecanla hediyenizi beklemiştim hem de iki tane almıştık ama hediye yoktu:( gerçekten üzdü... 
Teşekkürler hızlı kargo için"
2022-05-07,5,Yazarını hem televizyondan hem de sosyal medyadan takip ediyordum. Öğrencilik yıllarımı Balıkesir&#039;de geçirdim. Balıkesir&#039;in bendeki yeri özeldir. Balıkesir&#039;de benim de lezzet duraklarım oldu. Mutlaka 2 yılda 1 kere 2-3 günlüyüne kaçarım oralara. Onların bu kitapta yer alıyor olmasına sevindim. Yeni yerleri öğrendim. Kitabının kendine özel kurgu ve tasarımı beni daha da etkiledi.
2021-10-12,5,Mükemmel ötesi. Ömür Akkor zaten ☺️
2021-08-20,5,"Çok emek verilmiş, çok güzel bir çalışma. Mağazaya hızlı kargo için teşekkür ederim"
2022-03-24,5,"Kitap çok güzel, saatlerce bakıp acıkıp hadi gidelim artık denilen yerler var"
2022-05-09,5,Kitap zaten çok güzel satıcı da güzel paketlemişti teşekkürler
2021-07-03,5,"Yıllarını lezzetin yollarında geçirmiş ve bu güzel tecrübelerini bizimle buluşturmuş, teşekkürler, bize de en kısa zamanda lezzet duraklarına uğramak nasip olur inşallah."
2022-03-24,5,üstad emek vermiş
2022-04-17,5,Çok beğendim
2022-05-04,4,Faydalı ve orjinal hazırlanmış bir ürün.
2021-07-14,5,"Ömür Akkor döktürmüş... Bir şehri ziyaret edeceksiniz, bu kitaptan ilgili sayfanın fotografını çekip yanınızda bulunsun."
2021-08-13,5,Emek emek işlenmiş bir kitap. Instagram hesabını takip eden herkesin kütüphanesinde olması gereken bir eser.
2022-01-19,5,"İçerik olarak tüm içki meraklıları için ideal, ayrıca satıcı da ürünü son derece özenli paketlemiş. Sorunsuz olarak bana ulaştı, teşekkür ederim."
2022-02-20,5,Tavsiye
2021-01-26,5,"Hayranı olduğum bir meslektaşım. Hikaye değil bir araştırma yazısı olmuş, faydalandım."
2021-04-24,5,Teşekkür ederim.
2021-04-10,5,Hap gibi bilgiler. Kesinlikle öneririm.
2021-01-24,5,Bilgilendirici net bir kitap.
2022-03-08,5,Üretiminin her aşaması İnce ince anlaşılır yazılmış ve Burkay Bey türkçeye sahip çıkmak adına yabancı viski  terimlerini  çok güzel türkçeleştirmiş. Bilinen bilinmeyen tüm markaların hikayeleri vs de var . Viskiyi seviyorsanız baş ucu kaynağı .
2021-05-20,5,Konu ne olursa olsun uzmanından dinlemek gerek. Mükemmel kitap. Tebrikler.
2021-05-21,5,On numara 5 yıldız. İçerik ve baskı kalitesi mükemmel. Yazar için söyleyecek bir şey yok. :) Üstad&#039;a saygılar
2021-05-05,5,Super
2020-11-30,5,"Çok güzel paketlenmişti, tavsiye ederim."
2020-10-28,5,Türkiye&#039;nin viski ansiklopedisi...
2020-01-15,5,Viski ile ilgilenenlerin mutlaka alması gereken bir kitap.
2022-05-12,5,İyiki almışım elimden düşürmedim çoook  iyi
2021-11-14,5,Olması gereken kadar
2021-08-18,5,İki tane olmasa iyiydi
2021-05-09,5,Süper bence her eve lazım
2021-03-05,1,Aynı yayıncının aynı kitabı farklı isimlerle ve farklı fiyatlarla sattığını göz önüne alırsak kitabı yorumlamak gereksiz olur. Dikkat edin.
2020-05-28,5,"816 sayfa, neredeyse A4 boyutunda, arşiv için bile gözü kapalı alınır."
2020-09-06,1,Tariflerin çoğu resimsiz
2021-07-21,5,"Yazarı Instagram hesabından takip ettiğim için kitabını da güvenerek aldım. tarifler çok başarılı, rafine şekersiz ve glutensiz alternatif bir dolu tarif mevcut. tavsiye ederim kesinlikle."
2021-10-25,5,Basım kalitesi de gayet güzel içerik zaten takip edenler biliyordur :)) sağlıklı ve leziz tariflerle dolu.
2022-03-13,5,"Süre,paket gayet iyi"
2020-12-14,5,Aradığınız herşeyi bulabileceğiniz bir ansiklopedi olmuş
2021-10-03,5,Güzel tarifler. Sirke yapımı bile var. Beğendim.
2021-10-18,5,Harika bir kitap
2021-01-22,5,"Gönderim çok hızlı, tarifler ise harika. Fitmühendisten fit tarifler, deneyince beğeneceğinize eminim.."
2021-07-03,1,"Tam bir hayal kırıklığı. Kitabın 200sayfası hamur işi dolu. Fit olayım derken obez olacağız. 3tane çorba, 8 ana yemek, 8 zeytin yağlının 3ü enginar 2si ayva, 2içeçek ,3pilav ve makarna tarifi. Gerisi hamur işi ve eften  püften şeyler.  Ben kitabı iade edeceğim. Alıp hayal kırıklığına uğramayın. Parası geçtim de beklentinin çok altında olunca hüsran oluyor."
2021-05-22,5,Faydalacagım kitap. Teşekkür ederim
2021-05-29,5,Teşekkür ederim
2020-09-05,5,"Başarılı kitap, içindeki teknik bilgiler, yemeklerin hikayesinin olması ve şahane tarifler beğendim kitabı,kitabın cildide kaliteli 👍 Yes cheef:)"
2021-10-17,5,Öncelikle kitap gerçekten korunaklı bir şekilde gönderildi bu yüzden teşekkür ederim.Baskısı ve tarifleriyle gerçekten beni memnun eden bir kitap oldu. Tek rahatsız olduğum konu aracı olarak kullandığınız kargo şirketi getirmemek için ellerinden gelen her şeyi yaptı gidip kendim teslim almak zorunda kaldım. Kargo şirketini değiştirmenizi tavsiye ederim.
2022-05-08,5,"Hissiyatı bile farklı,çok güzel bir kitap. Kitapliginizda bulunmalı. ♥️"
2021-10-02,4,Tarifler oldukça iyi ve iyi kategorilendirilmiş. Yurtdışına yerleşme sürecindeyiz ve özleyeceğimiz ürünleri kendimiz yapabilelim diye aldık. Tek eksisi var kitap basımında bazı sıkıntılar var. Her kopyasında böyle midir bilemiyoruz ancak bize gelen versiyonunda bazı yerlerde yazı karakterleri üst üste basılmış. Okumayı engellemiyor ancak kaliteyi düşürüyor.
2022-04-29,5,Her mutfakta olması gereken gercek bir başyapıt.
2021-09-02,5,Arkadaslar urun cooook kaliteli. Kargo süper hic zarar görmeden elimize ulaştı tarifler anlama kıtlığı çekenler bile anlayacağı şekilde açık ve net belirtilmiş kesinlikle çeşitli yemek tarifleri düşünenler alsın.
2022-01-27,5,Hızlı teslimat teşekkürler
2022-01-02,5,Harika bir eser olmuş emeklerine sağlık
2022-04-27,5,Güzel
2021-10-07,5,Süper bir yemek kitabı olmuş.
2022-04-24,5,Kitap gayet sade ve güzel bir anlatıma sahipti baya beğendim. Ancak kargo firması kitabı biraz daha özenli getirseydi daha iyi olurdu.
2022-04-26,4,"Tarifler mevsimlere ve mevsimin sebzelerine göre ayrılmış. O açıdan çok kolaylık sağlıyor. Gayet güzel tarifler var, kimisi de gayet basit ve çabuk yapılabilir tarifler."
2021-07-12,2,"Teslim süresi çok çabuk, tarifler resimsiz 
Pek beğenmedim meze kitabını"
2021-02-08,3,Çok özellikli bir şey değil. Bildik mezeler.
2018-12-14,2,hiç beklediğim gibi değil hayal kırıklıgı
2017-08-08,5,Kitap gayet başarılı.
2022-03-30,5,"Kitabı bilinçli ve almadan beş yıldız düşünerek aldım. Konuyla ilgili kişiler için çok başarılı bir rehber. Oturup okuycağınız değilde elinizin altında duracak bir kitap gibi düşünün. Beş yıldız satıcaya aslında. Kitabın kendi orjinal folyosu üzerindeydi, ilk ben açtım, çok korunaklı göndermiş, çok sevindim. 22 saatte ulaştı resmen çok hızlıydı. En memnun kaldığım alışverişlerden biri oldu. Özellikle teşekkür etmek istedim."
2022-01-11,5,"Az bir şey tarif , bolca teknik var. Bence harikulade bir kitap. Ayrıca satıcı güzel ve hasar görmeyecek şekilde paketlemiş. Teşekkürler."
2022-04-05,5,İlk başta bozuk gelmesine rağmen zararımj karşılıyarak yeni ürün gönderdiler üründe mükemmel ötesi bilgiler var.yemek yapıcak herkesin evinde bulunması gereken bir kitap
2021-10-17,5,"Kitap sayfa kalitesi ve cilt kalitesi çok güzel, renkli. İçeriğini anlatmaya gerek yok zaten, mükemmel. Mutfakla ilgilenen herkesin veya genel kültür kazanamak isteyen merakli gözler için güzel bir kaynak."
2021-11-16,4,Böyle kitaplar çok hoşuma gidiyor sıkmıyor eğlendiriyor içeriği müthiş çizimler bilgiler harika yeni başlayan birine göre amaa benim için zaten bildiğim çoğu şey burada yazılı tekrar ve görsel şölen için arada açıp bakıyorum bazen de arkadaşlarıma veriyorum alın alın kitaplığınızda dursun :)
2022-02-10,5,Paketleme gayet özenliydi. Satıcıya teşekkürler. Henüz okumadım ama kitap da harika görünüyor.
2021-08-16,5,"Harika, harika, harika mutfakta, aşçılık la ilgileniyorsanız türkiyede şuana kadar yemek ile yayımlanmış en iyi kitab. Yalnız netflix teki belgeseli kitabın kalitesine göre düşük. Belgesel kitaptan sonra izledim hayel kırıklığı yaşadım."
2021-09-21,5,Kitap  muazzam  güzel  bir  kitap.  Yemek  yapmaya  ilgisi  olan  birinin  mutlaka  kitaplığında  bulunmalı.  Hepsiburada  farkıyla  söylenilen  tarihte  adresime  teslim  edildi.
2021-10-21,5,"Hızlı kargo çok güzel paketleme jelatinininde gelmesi fiyatı ile de beni memnun etti. 
Çok teşekkür ederim. 🥰"
2022-03-30,4,Oldukça hızlı ulaştı. Paketleme güzeldi fakat kitabin üst köşe kismi ezilmisti.
2020-08-26,5,"Cemre hnm
Harika bir fikir , harika bir çalışma
Bravo size , teşekkürler"
2021-07-09,5,"cok güzel orjinal tarifler var, gittigim yada gitmek istedigim restoranlarin yer almasi beni cok mutlu ediyor. her tarifin fotografi yok, keske olsa, ondan haric begendim ve bu güzel proje icin 5 yildiz verdim :)"
2020-08-29,5,"Herkesin kitaplığına zenginlik katacak bir kitap. İçinde ilginç, kolay kolay menülerde göremeyeceğiniz tarifler olduğu gibi, falafel, Mısır ekmeği, meyveli milföy pasta gibi alışılmış lezzetler de var. Ölçülerin gramaj olarak verilmesi de şahane böylece hazırlarken hata yapmaya fırsat vermiyor. Bir yandan da restoran çalışanlarına destek vermiş oluyoruz. Daha ne olsun. İleride başka restoranlarla yine böyle bir çalışma yapılırsa umarım tatlı menüsü biraz daha uzun olur ve/ya da içecek tarifi de olur :-)"
2021-11-29,4,Reçete seçimleri daha niş yemekler olabilirmis
2021-05-01,5,"Çok güzel bir kitap, tavsiye ederim."
2021-04-02,4,Verilen emege saygi duyuyorum falat daha icerikli bir kitap beklemistim
2020-08-11,5,Kitabi cok begendim. Fakat aras kargodan sikayetciyim evime kadar teslim etmedi. Beni arayip paketi neteye birakabilirim diye sirdu
2020-10-18,5,"İstanbul&#039;daki 100 farklı restorandan 100 farklı tarif...
Kalınca bir dergiyi andıran boyutlardaki kitabı meraklısına tavsiye ederim..."
2021-01-15,5,Hızlı gönderim kaliteli
2021-04-04,5,👍 gayet iyi
